normalized_label,country_count,variable_count,countries,variables,examples
polio 3 month,38,28,Angola | Benin | Burkina Faso | Burundi | Camarões | Chade | Comores | Congo (Brazzaville) | Congo (República Democrática) | Costa do Marfim | Eswatini (Suazilândia) | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Níger | Quênia | República Centro-Africana | Ruanda | Senegal | Serra Leoa | Sudão | São Tomé e Príncipe | Tanzânia | Togo | Zimbábue | Zâmbia | África do Sul | África do Sul (Histórico/Outro),h8m | h8m_1 | h8m_2 | h8m_3 | h8m_4 | h8m_5 | h8m_6 | s4p3m | s4p3m_1 | s4p3m_2 | s4p3m_3 | s4p3m_4 | s4p3m_5 | s4p3m_6 | sm104p3 | sm104p3_1 | sm104p3_2 | sm104p3_3 | sm104p3_4 | sm104p3_5 | sm104p3_6 | sm1508p3 | sm1508p3_1 | sm1508p3_2 | sm1508p3_3 | sm1508p3_4 | sm1508p3_5 | sm1508p3_6,NA - POLIO 3 month | POLIO 3 month | na - polio 3 month | polio 3 month | polio 3 month - na
polio 3 year,38,28,Angola | Benin | Burkina Faso | Burundi | Camarões | Chade | Comores | Congo (Brazzaville) | Congo (República Democrática) | Costa do Marfim | Eswatini (Suazilândia) | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Níger | Quênia | República Centro-Africana | Ruanda | Senegal | Serra Leoa | Sudão | São Tomé e Príncipe | Tanzânia | Togo | Zimbábue | Zâmbia | África do Sul | África do Sul (Histórico/Outro),h8y | h8y_1 | h8y_2 | h8y_3 | h8y_4 | h8y_5 | h8y_6 | s4p3y | s4p3y_1 | s4p3y_2 | s4p3y_3 | s4p3y_4 | s4p3y_5 | s4p3y_6 | sy104p3 | sy104p3_1 | sy104p3_2 | sy104p3_3 | sy104p3_4 | sy104p3_5 | sy104p3_6 | sy1508p3 | sy1508p3_1 | sy1508p3_2 | sy1508p3_3 | sy1508p3_4 | sy1508p3_5 | sy1508p3_6,NA - POLIO 3 year | POLIO 3 year | na - polio 3 year | polio 3 year | polio 3 year - na
preferred future method,38,6,Angola | Benin | Burkina Faso | Burundi | Camarões | Chade | Comores | Congo (Brazzaville) | Congo (República Democrática) | Costa do Marfim | Eswatini (Suazilândia) | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Níger | Quênia | República Centro-Africana | Ruanda | Senegal | Serra Leoa | Sudão | São Tomé e Príncipe | Tanzânia | Togo | Zimbábue | Zâmbia | África do Sul | África do Sul (Histórico/Outro),mv363 | s327 | sm210 | sm212 | smq210 | v363,NA - Preferred future method | NA-Preferred future method | Preferred future method | na - preferred future method | na-preferred future method | preferred future method | preferred future method    -na | preferred future method   - na
received any treatment,38,10,Angola | Benin | Burkina Faso | Burundi | Camarões | Chade | Comores | Congo (Brazzaville) | Congo (República Democrática) | Costa do Marfim | Eswatini (Suazilândia) | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Níger | Quênia | República Centro-Africana | Ruanda | Senegal | Serra Leoa | Sudão | São Tomé e Príncipe | Tanzânia | Togo | Zimbábue | Zâmbia | África do Sul | África do Sul (Histórico/Outro),a4301 | c3301 | h21 | h21_1 | h21_2 | h21_3 | h21_4 | h21_5 | h21_6 | n2251,NA - Received any treatment | Received any treatment | na - received any treatment | received any treatment | received any treatment    - na
received bcg,38,28,Angola | Benin | Burkina Faso | Burundi | Camarões | Chade | Comores | Congo (Brazzaville) | Congo (República Democrática) | Costa do Marfim | Eswatini (Suazilândia) | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Níger | Quênia | República Centro-Africana | Ruanda | Senegal | Serra Leoa | Sudão | São Tomé e Príncipe | Tanzânia | Togo | Zimbábue | Zâmbia | África do Sul | África do Sul (Histórico/Outro),h2 | h2_1 | h2_2 | h2_3 | h2_4 | h2_5 | h2_6 | s104b | s104b_1 | s104b_2 | s104b_3 | s104b_4 | s104b_5 | s104b_6 | s1508b | s1508b_1 | s1508b_2 | s1508b_3 | s1508b_4 | s1508b_5 | s1508b_6 | s4b | s4b_1 | s4b_2 | s4b_3 | s4b_4 | s4b_5 | s4b_6,NA - Received BCG | Received BCG | na - received bcg | received bcg | received bcg - na
received dpt 1,38,35,Angola | Benin | Burkina Faso | Burundi | Camarões | Chade | Comores | Congo (Brazzaville) | Congo (República Democrática) | Costa do Marfim | Eswatini (Suazilândia) | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Níger | Quênia | República Centro-Africana | Ruanda | Senegal | Serra Leoa | Sudão | São Tomé e Príncipe | Tanzânia | Togo | Zimbábue | Zâmbia | África do Sul | África do Sul (Histórico/Outro),h3 | h3_1 | h3_2 | h3_3 | h3_4 | h3_5 | h3_6 | s104d1 | s104d1_1 | s104d1_2 | s104d1_3 | s104d1_4 | s104d1_5 | s104d1_6 | s1508d1 | s1508d1_1 | s1508d1_2 | s1508d1_3 | s1508d1_4 | s1508d1_5 | s1508d1_6 | s4d1 | s4d1_1 | s4d1_2 | s4d1_3 | s4d1_4 | s4d1_5 | s4d1_6 | sdpt1 | sdpt1_1 | sdpt1_2 | sdpt1_3 | sdpt1_4 | sdpt1_5 | sdpt1_6,NA - Received DPT 1 | Received DPT 1 | na - received dpt 1 | received dpt 1 | received dpt 1 - na
received dpt 2,38,35,Angola | Benin | Burkina Faso | Burundi | Camarões | Chade | Comores | Congo (Brazzaville) | Congo (República Democrática) | Costa do Marfim | Eswatini (Suazilândia) | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Níger | Quênia | República Centro-Africana | Ruanda | Senegal | Serra Leoa | Sudão | São Tomé e Príncipe | Tanzânia | Togo | Zimbábue | Zâmbia | África do Sul | África do Sul (Histórico/Outro),h5 | h5_1 | h5_2 | h5_3 | h5_4 | h5_5 | h5_6 | s104d2 | s104d2_1 | s104d2_2 | s104d2_3 | s104d2_4 | s104d2_5 | s104d2_6 | s1508d2 | s1508d2_1 | s1508d2_2 | s1508d2_3 | s1508d2_4 | s1508d2_5 | s1508d2_6 | s4d2 | s4d2_1 | s4d2_2 | s4d2_3 | s4d2_4 | s4d2_5 | s4d2_6 | sdpt2 | sdpt2_1 | sdpt2_2 | sdpt2_3 | sdpt2_4 | sdpt2_5 | sdpt2_6,NA - Received DPT 2 | Received DPT 2 | na - received dpt 2 | received dpt 2 | received dpt 2 - na
received dpt 3,38,35,Angola | Benin | Burkina Faso | Burundi | Camarões | Chade | Comores | Congo (Brazzaville) | Congo (República Democrática) | Costa do Marfim | Eswatini (Suazilândia) | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Níger | Quênia | República Centro-Africana | Ruanda | Senegal | Serra Leoa | Sudão | São Tomé e Príncipe | Tanzânia | Togo | Zimbábue | Zâmbia | África do Sul | África do Sul (Histórico/Outro),h7 | h7_1 | h7_2 | h7_3 | h7_4 | h7_5 | h7_6 | s104d3 | s104d3_1 | s104d3_2 | s104d3_3 | s104d3_4 | s104d3_5 | s104d3_6 | s1508d3 | s1508d3_1 | s1508d3_2 | s1508d3_3 | s1508d3_4 | s1508d3_5 | s1508d3_6 | s4d3 | s4d3_1 | s4d3_2 | s4d3_3 | s4d3_4 | s4d3_5 | s4d3_6 | sdpt3 | sdpt3_1 | sdpt3_2 | sdpt3_3 | sdpt3_4 | sdpt3_5 | sdpt3_6,NA - Received DPT 3 | Received DPT 3 | na - received dpt 3 | received dpt 3 | received dpt 3 - na
received measles,38,14,Angola | Benin | Burkina Faso | Burundi | Camarões | Chade | Comores | Congo (Brazzaville) | Congo (República Democrática) | Costa do Marfim | Eswatini (Suazilândia) | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Níger | Quênia | República Centro-Africana | Ruanda | Senegal | Serra Leoa | Sudão | São Tomé e Príncipe | Tanzânia | Togo | Zimbábue | Zâmbia | África do Sul | África do Sul (Histórico/Outro),h9 | h9_1 | h9_2 | h9_3 | h9_4 | h9_5 | h9_6 | s4m | s4m_1 | s4m_2 | s4m_3 | s4m_4 | s4m_5 | s4m_6,NA - Received MEASLES | Received MEASLES | na - received measles | received measles | received measles - na
received polio 1,38,28,Angola | Benin | Burkina Faso | Burundi | Camarões | Chade | Comores | Congo (Brazzaville) | Congo (República Democrática) | Costa do Marfim | Eswatini (Suazilândia) | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Níger | Quênia | República Centro-Africana | Ruanda | Senegal | Serra Leoa | Sudão | São Tomé e Príncipe | Tanzânia | Togo | Zimbábue | Zâmbia | África do Sul | África do Sul (Histórico/Outro),h4 | h4_1 | h4_2 | h4_3 | h4_4 | h4_5 | h4_6 | s104p1 | s104p1_1 | s104p1_2 | s104p1_3 | s104p1_4 | s104p1_5 | s104p1_6 | s1508p1 | s1508p1_1 | s1508p1_2 | s1508p1_3 | s1508p1_4 | s1508p1_5 | s1508p1_6 | s4p1 | s4p1_1 | s4p1_2 | s4p1_3 | s4p1_4 | s4p1_5 | s4p1_6,NA - Received POLIO 1 | Received POLIO 1 | na - received polio 1 | received polio 1 | received polio 1 - na
received polio 2,38,28,Angola | Benin | Burkina Faso | Burundi | Camarões | Chade | Comores | Congo (Brazzaville) | Congo (República Democrática) | Costa do Marfim | Eswatini (Suazilândia) | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Níger | Quênia | República Centro-Africana | Ruanda | Senegal | Serra Leoa | Sudão | São Tomé e Príncipe | Tanzânia | Togo | Zimbábue | Zâmbia | África do Sul | África do Sul (Histórico/Outro),h6 | h6_1 | h6_2 | h6_3 | h6_4 | h6_5 | h6_6 | s104p2 | s104p2_1 | s104p2_2 | s104p2_3 | s104p2_4 | s104p2_5 | s104p2_6 | s1508p2 | s1508p2_1 | s1508p2_2 | s1508p2_3 | s1508p2_4 | s1508p2_5 | s1508p2_6 | s4p2 | s4p2_1 | s4p2_2 | s4p2_3 | s4p2_4 | s4p2_5 | s4p2_6,NA - Received POLIO 2 | Received POLIO 2 | na - received polio 2 | received polio 2 | received polio 2 - na
received polio 3,38,28,Angola | Benin | Burkina Faso | Burundi | Camarões | Chade | Comores | Congo (Brazzaville) | Congo (República Democrática) | Costa do Marfim | Eswatini (Suazilândia) | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Níger | Quênia | República Centro-Africana | Ruanda | Senegal | Serra Leoa | Sudão | São Tomé e Príncipe | Tanzânia | Togo | Zimbábue | Zâmbia | África do Sul | África do Sul (Histórico/Outro),h8 | h8_1 | h8_2 | h8_3 | h8_4 | h8_5 | h8_6 | s104p3 | s104p3_1 | s104p3_2 | s104p3_3 | s104p3_4 | s104p3_5 | s104p3_6 | s1508p3 | s1508p3_1 | s1508p3_2 | s1508p3_3 | s1508p3_4 | s1508p3_5 | s1508p3_6 | s4p3 | s4p3_1 | s4p3_2 | s4p3_3 | s4p3_4 | s4p3_5 | s4p3_6,NA - Received POLIO 3 | Received POLIO 3 | na - received polio 3 | received polio 3 | received polio 3 - na
region,38,32,Angola | Benin | Burkina Faso | Burundi | Camarões | Chade | Comores | Congo (Brazzaville) | Congo (República Democrática) | Costa do Marfim | Eswatini (Suazilândia) | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Níger | Quênia | República Centro-Africana | Ruanda | Senegal | Serra Leoa | Sudão | São Tomé e Príncipe | Tanzânia | Togo | Zimbábue | Zâmbia | África do Sul | África do Sul (Histórico/Outro),cmv024 | cregion | cv101 | hhregion | hregion | hv024 | mv024 | mv101 | qhregion | qregion | region | saregion | sgreg | shgreg | shreg | shregion | shregion1 | shregnew | shv024 | smreg | smregion | smregnat | smregnew | smv101 | sreg | sregion | sregnew | sv101 | v024 | v101 | va024 | vah024,Region | region
religion,38,57,Angola | Benin | Burkina Faso | Burundi | Camarões | Chade | Comores | Congo (Brazzaville) | Congo (República Democrática) | Costa do Marfim | Eswatini (Suazilândia) | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Níger | Quênia | República Centro-Africana | Ruanda | Senegal | Serra Leoa | Sudão | São Tomé e Príncipe | Tanzânia | Togo | Zimbábue | Zâmbia | África do Sul | África do Sul (Histórico/Outro),hq114 | hq211f | mv130 | q111 | q113 | q122 | s115 | s117 | s118 | s321g | s420l | s613b | sh09c | sh09c_01 | sh09c_02 | sh09c_03 | sh09c_04 | sh09c_05 | sh09c_06 | sh09c_07 | sh09c_08 | sh09c_09 | sh09c_10 | sh09c_11 | sh09c_12 | sh09c_13 | sh09c_14 | sh09c_15 | sh09c_16 | sh09c_17 | sh09c_18 | sh09c_19 | sh09c_20 | sh09c_21 | sh09c_22 | sh09c_23 | sh09c_24 | sh09c_25 | sh09c_26 | sh09c_27 | sh09c_28 | sh09c_29 | sh09c_30 | sh09c_31 | sh09c_32 | sh09c_33 | sh09c_34 | sh09c_35 | sh09c_36 | sm108 | sm115 | sm124 | sm125 | sm132 | smq108 | v130 | w116,NA - Religion | Religion | na - religion | religion | religion                   -na | religion                  - na | religion                  -na | religion -na
respondent currently working,38,3,Angola | Benin | Burkina Faso | Burundi | Camarões | Chade | Comores | Congo (Brazzaville) | Congo (República Democrática) | Costa do Marfim | Eswatini (Suazilândia) | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Níger | Quênia | República Centro-Africana | Ruanda | Senegal | Serra Leoa | Sudão | São Tomé e Príncipe | Tanzânia | Togo | Zimbábue | Zâmbia | África do Sul | África do Sul (Histórico/Outro),mv714 | s707 | v714,Respondent currently working | na - na - respondent currently working | na - respondent currently working | respondent currently working
respondent s month of birth,38,2,Angola | Benin | Burkina Faso | Burundi | Camarões | Chade | Comores | Congo (Brazzaville) | Congo (República Democrática) | Costa do Marfim | Eswatini (Suazilândia) | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Níger | Quênia | República Centro-Africana | Ruanda | Senegal | Serra Leoa | Sudão | São Tomé e Príncipe | Tanzânia | Togo | Zimbábue | Zâmbia | África do Sul | África do Sul (Histórico/Outro),mv009 | v009,Respondent's month of birth | respondent's month of birth
respondent s year of birth,38,2,Angola | Benin | Burkina Faso | Burundi | Camarões | Chade | Comores | Congo (Brazzaville) | Congo (República Democrática) | Costa do Marfim | Eswatini (Suazilândia) | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Níger | Quênia | República Centro-Africana | Ruanda | Senegal | Serra Leoa | Sudão | São Tomé e Príncipe | Tanzânia | Togo | Zimbábue | Zâmbia | África do Sul | África do Sul (Histórico/Outro),mv010 | v010,Respondent's year of birth | respondent's year of birth
sex of child,38,108,Angola | Benin | Burkina Faso | Burundi | Camarões | Chade | Comores | Congo (Brazzaville) | Congo (República Democrática) | Costa do Marfim | Eswatini (Suazilândia) | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Níger | Quênia | República Centro-Africana | Ruanda | Senegal | Serra Leoa | Sudão | São Tomé e Príncipe | Tanzânia | Togo | Zimbábue | Zâmbia | África do Sul | África do Sul (Histórico/Outro),b4 | b4_01 | b4_02 | b4_03 | b4_04 | b4_05 | b4_06 | b4_07 | b4_08 | b4_09 | b4_1 | b4_10 | b4_11 | b4_12 | b4_13 | b4_14 | b4_15 | b4_16 | b4_17 | b4_18 | b4_19 | b4_2 | b4_20 | b4_21 | b4_3 | p219 | p219_01 | p219_02 | p219_03 | p219_04 | p219_05 | p219_06 | p219_07 | p219_08 | p219_09 | p219_10 | p219_11 | p219_12 | p219_13 | p219_14 | p4_01 | p4_02 | p4_03 | p4_04 | p4_05 | p4_06 | p4_07 | p4_08 | p4_09 | p4_10 | p4_11 | p4_12 | p4_13 | p4_14 | p4_15 | p4_16 | p4_17 | p4_18 | p4_19 | p4_20 | p4_21 | q223_01 | q223_02 | q223_03 | q223_04 | q223_05 | q223_06 | q223_07 | q223_08 | q223_09 | q223_10 | q223_11 | q223_12 | q223_13 | q223_14 | q223_15 | q223_16 | s219 | s219_01 | s219_02 | s219_03 | s219_04 | s219_05 | s219_06 | s219_07 | s219_08 | s219_09 | s219_10 | s219_11 | s219_12 | s219_13 | s219_14 | s219_15 | s219_16 | s219_17 | s219_18 | s219_19 | s219_20 | sex | shhsx | shhsx_1 | shhsx_2 | shhsx_3 | shhsx_4 | shhsx_5 | shhsx_6 | shhsx_7 | shhsx_8,Sex of child | sex of child
sons at home,38,4,Angola | Benin | Burkina Faso | Burundi | Camarões | Chade | Comores | Congo (Brazzaville) | Congo (República Democrática) | Costa do Marfim | Eswatini (Suazilândia) | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Níger | Quênia | República Centro-Africana | Ruanda | Senegal | Serra Leoa | Sudão | São Tomé e Príncipe | Tanzânia | Togo | Zimbábue | Zâmbia | África do Sul | África do Sul (Histórico/Outro),mv202 | q203a | v202 | w203a,Sons at home | sons at home | sons at home                na | sons at home               -na | sons at home              - na | sons at home - na
sons elsewhere,38,2,Angola | Benin | Burkina Faso | Burundi | Camarões | Chade | Comores | Congo (Brazzaville) | Congo (República Democrática) | Costa do Marfim | Eswatini (Suazilândia) | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Níger | Quênia | República Centro-Africana | Ruanda | Senegal | Serra Leoa | Sudão | São Tomé e Príncipe | Tanzânia | Togo | Zimbábue | Zâmbia | África do Sul | África do Sul (Histórico/Outro),mv204 | v204,Sons elsewhere | sons elsewhere | sons elsewhere              na | sons elsewhere             -na | sons elsewhere            - na | sons elsewhere - na
sons who have died,38,2,Angola | Benin | Burkina Faso | Burundi | Camarões | Chade | Comores | Congo (Brazzaville) | Congo (República Democrática) | Costa do Marfim | Eswatini (Suazilândia) | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Níger | Quênia | República Centro-Africana | Ruanda | Senegal | Serra Leoa | Sudão | São Tomé e Príncipe | Tanzânia | Togo | Zimbábue | Zâmbia | África do Sul | África do Sul (Histórico/Outro),mv206 | v206,Sons who have died | sons who have died | sons who have died          na | sons who have died         -na | sons who have died        - na | sons who have died - na
source of drinking water,38,18,Angola | Benin | Burkina Faso | Burundi | Camarões | Chade | Comores | Congo (Brazzaville) | Congo (República Democrática) | Costa do Marfim | Eswatini (Suazilândia) | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Níger | Quênia | República Centro-Africana | Ruanda | Senegal | Serra Leoa | Sudão | São Tomé e Príncipe | Tanzânia | Togo | Zimbábue | Zâmbia | África do Sul | África do Sul (Histórico/Outro),hh18 | hv201 | q119 | qh10 | qh101 | qh102 | qh18 | sh101 | sh102 | sh11 | sh21 | sh22a | sm123 | sm127 | smh101 | v113 | va1415 | w121,Source of drinking water | source of drinking water | source of drinking water    na
time to get to water source,38,3,Angola | Benin | Burkina Faso | Burundi | Camarões | Chade | Comores | Congo (Brazzaville) | Congo (República Democrática) | Costa do Marfim | Eswatini (Suazilândia) | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Níger | Quênia | República Centro-Africana | Ruanda | Senegal | Serra Leoa | Sudão | São Tomé e Príncipe | Tanzânia | Togo | Zimbábue | Zâmbia | África do Sul | África do Sul (Histórico/Outro),hv204 | smh104 | v115,Time to get to water source | na - time to get to water source | time to get to water source | time to get to water source na | time to get to water source-na
total children ever born,38,4,Angola | Benin | Burkina Faso | Burundi | Camarões | Chade | Comores | Congo (Brazzaville) | Congo (República Democrática) | Costa do Marfim | Eswatini (Suazilândia) | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Níger | Quênia | República Centro-Africana | Ruanda | Senegal | Serra Leoa | Sudão | São Tomé e Príncipe | Tanzânia | Togo | Zimbábue | Zâmbia | África do Sul | África do Sul (Histórico/Outro),mv201 | q208 | v201 | w208,Total children ever born | total children ever born | total children ever born    na | total children ever born  - na | total children ever born - na
type of place of residence,38,23,Angola | Benin | Burkina Faso | Burundi | Camarões | Chade | Comores | Congo (Brazzaville) | Congo (República Democrática) | Costa do Marfim | Eswatini (Suazilândia) | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Níger | Quênia | República Centro-Africana | Ruanda | Senegal | Serra Leoa | Sudão | São Tomé e Príncipe | Tanzânia | Togo | Zimbábue | Zâmbia | África do Sul | África do Sul (Histórico/Outro),cmv025 | cv102 | hv025 | mv025 | mv102 | qhtype | qtype | shrestype | shtype | shtype1 | shv025 | smtype | smtype1 | smv102 | srestype | stype | stype1 | sv102 | v025 | v102 | va025 | va1201e | vah025,Type of place of residence | type of place of residence
type of toilet facility,38,16,Angola | Benin | Burkina Faso | Burundi | Camarões | Chade | Comores | Congo (Brazzaville) | Congo (República Democrática) | Costa do Marfim | Eswatini (Suazilândia) | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Níger | Quênia | República Centro-Africana | Ruanda | Senegal | Serra Leoa | Sudão | São Tomé e Príncipe | Tanzânia | Togo | Zimbábue | Zâmbia | África do Sul | África do Sul (Histórico/Outro),hh20 | hv205 | q121 | qh105 | qh107 | qh11 | qh20 | s19 | sh109 | sh19 | sm124 | sm128 | smh108 | v116 | va1416 | w123,Type of toilet facility | type of toilet facility | type of toilet facility     na
usual resident or visitor,38,2,Angola | Benin | Burkina Faso | Burundi | Camarões | Chade | Comores | Congo (Brazzaville) | Congo (República Democrática) | Costa do Marfim | Eswatini (Suazilândia) | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Níger | Quênia | República Centro-Africana | Ruanda | Senegal | Serra Leoa | Sudão | São Tomé e Príncipe | Tanzânia | Togo | Zimbábue | Zâmbia | África do Sul | África do Sul (Histórico/Outro),mv135 | v135,Usual resident or visitor | usual resident or visitor
wanted last child,38,2,Angola | Benin | Burkina Faso | Burundi | Camarões | Chade | Comores | Congo (Brazzaville) | Congo (República Democrática) | Costa do Marfim | Eswatini (Suazilândia) | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Níger | Quênia | República Centro-Africana | Ruanda | Senegal | Serra Leoa | Sudão | São Tomé e Príncipe | Tanzânia | Togo | Zimbábue | Zâmbia | África do Sul | África do Sul (Histórico/Outro),mv367 | v367,Wanted last child | na - wanted last child | na-wanted last child | wanted last child | wanted last child           na | wanted last child          -na | wanted last child         - na | wanted last child         -na
